len	tc	intersection	union	enrichment
1800	0.5	408167	5479258	0.07449
1800	0.55	1309399	13742089	0.09528
1800	0.6	1321796	14176105	0.09324
1800	0.65	1326282	14320890	0.09261
1800	0.7	1333071	14516146	0.09183
1800	0.75	1343846	14745525	0.09113
1800	0.8	1362143	15128292	0.09003
1800	0.85	1390182	15697113	0.08856
1800	0.9	1433540	16776530	0.08544
1800	0.95	1600992	20323808	0.07877
1800	1	0	2597477	0
1850	0	0	2597477	0
1850	0.05	366868	4815632	0.07618
1850	0.1	375729	4930791	0.0762
1850	0.15	380189	4995085	0.07611
1850	0.2	384715	5077036	0.07577
1850	0.25	390775	5152577	0.07584
1850	0.3	393299	5200589	0.07562
1850	0.35	393284	5266900	0.07467
1850	0.4	396497	5331712	0.07436
1850	0.45	400796	5388116	0.07438
1850	0.5	405695	5463981	0.07424
1850	0.55	1307772	13730628	0.09524
1850	0.6	1320266	14163170	0.09321
1850	0.65	1324807	14302843	0.09262
1850	0.7	1330338	14491687	0.0918
1850	0.75	1343150	14724610	0.09121
1850	0.8	1358717	15089066	0.09004
1850	0.85	1386831	15654632	0.08858
1850	0.9	1429978	16690582	0.08567
1850	0.95	1590101	20142277	0.07894
1850	1	0	2597477	0
1900	0	0	2597477	0
1900	0.05	366314	4812792	0.07611
1900	0.1	375598	4926907	0.07623
1900	0.15	379981	4992484	0.07611
1900	0.2	384522	5067011	0.07588
1900	0.25	389957	5144900	0.07579
1900	0.3	393083	5196426	0.07564
1900	0.35	393284	5256297	0.07482
1900	0.4	396970	5323463	0.07456
1900	0.45	399885	5381684	0.0743
1900	0.5	405235	5454392	0.07429
1900	0.55	1307661	13722710	0.09529
1900	0.6	1320121	14151070	0.09328
1900	0.65	1323903	14298216	0.09259
1900	0.7	1329311	14457659	0.09194
1900	0.75	1341596	14703302	0.09124
1900	0.8	1356257	15044121	0.09015
1900	0.85	1384426	15606728	0.0887
1900	0.9	1428780	16618763	0.08597
1900	0.95	1582565	19960804	0.07928
1900	1	0	2597477	0
1950	0	0	2597477	0
1950	0.05	366002	4809975	0.07609
1950	0.1	375598	4925556	0.07625
1950	0.15	379981	4987035	0.07619
1950	0.2	383494	5057288	0.07582
1950	0.25	389042	5132929	0.07579
1950	0.3	394088	5192799	0.07589
1950	0.35	393221	5250453	0.07489
1950	0.4	396406	5311963	0.07462
1950	0.45	399101	5376970	0.07422
1950	0.5	404893	5443064	0.07438
1950	0.55	1305751	13698653	0.09531
1950	0.6	1318476	14134477	0.09328
1950	0.65	1323551	14284755	0.09265
1950	0.7	1329758	14420560	0.09221
1950	0.75	1340054	14682798	0.09126
1950	0.8	1354717	15008280	0.09026
1950	0.85	1380944	15569236	0.08869
1950	0.9	1426370	16537065	0.08625
1950	0.95	1573160	19805629	0.07942
1950	1	0	2597477	0
2000	0	0	2597477	0
2000	0.05	365858	4800008	0.07622
2000	0.1	375598	4917022	0.07638
2000	0.15	379697	4984717	0.07617
2000	0.2	383171	5051075	0.07585
2000	0.25	387783	5117917	0.07576
2000	0.3	393880	5184195	0.07597
2000	0.35	393916	5241337	0.07515
2000	0.4	396222	5301210	0.07474
2000	0.45	398218	5368165	0.07418
2000	0.5	403316	5432451	0.07424
2000	0.55	1305299	13683650	0.09539
2000	0.6	1316063	14115778	0.09323
2000	0.65	1322320	14271771	0.09265
2000	0.7	1329335	14398440	0.09232
2000	0.75	1338599	14658499	0.09131
2000	0.8	1353920	14979757	0.09038
2000	0.85	1379660	15512158	0.08894
2000	0.9	1425212	16473827	0.08651
2000	0.95	1566881	19650906	0.07973
2000	1	0	2597477	0
2050	0	0	2597477	0
2050	0.05	365621	4801036	0.07615
2050	0.1	374048	4912754	0.07613
2050	0.15	379373	4981425	0.07615
2050	0.2	382737	5045803	0.07585
2050	0.25	386858	5115073	0.07563
2050	0.3	394220	5177116	0.07614
2050	0.35	394347	5233947	0.07534
2050	0.4	395734	5290679	0.07479
2050	0.45	398606	5358950	0.07438
2050	0.5	402241	5420746	0.0742
2050	0.55	1303536	13536597	0.09629
2050	0.6	1315762	14102801	0.09329
2050	0.65	1322320	14247472	0.09281
2050	0.7	1328843	14377633	0.09242
2050	0.75	1335872	14633277	0.09129
2050	0.8	1352694	14947060	0.09049
2050	0.85	1376866	15472101	0.08899
2050	0.9	1423952	16413861	0.08675
2050	0.95	1560527	19496307	0.08004
2050	1	0	2597477	0
2100	0	0	2597477	0
2100	0.05	365495	4792245	0.07626
2100	0.1	373758	4907319	0.07616
2100	0.15	378184	4976314	0.07599
2100	0.2	382570	5047976	0.07578
2100	0.25	387887	5112411	0.07587
2100	0.3	394156	5172178	0.0762
2100	0.35	395453	5227210	0.07565
2100	0.4	395734	5291014	0.07479
2100	0.45	397749	5349685	0.07434
2100	0.5	402190	5408885	0.07435
2100	0.55	1302026	13516207	0.09633
2100	0.6	1315431	14092357	0.09334
2100	0.65	1321030	14237363	0.09278
2100	0.7	1328198	14356759	0.09251
2100	0.75	1336313	14614694	0.09143
2100	0.8	1351892	14924224	0.09058
2100	0.85	1374358	15411644	0.08917
2100	0.9	1422320	16347535	0.087
2100	0.95	1555831	19355860	0.08038
2100	1	0	2597477	0
2150	0	0	2597477	0
2150	0.05	365363	4788614	0.07629
2150	0.1	373759	4904137	0.07621
2150	0.15	378890	4971236	0.07621
2150	0.2	383105	5035865	0.07607
2150	0.25	388100	5106594	0.07599
2150	0.3	393681	5168356	0.07617
2150	0.35	395002	5215577	0.07573
2150	0.4	396470	5283663	0.07503
2150	0.45	397749	5342273	0.07445
2150	0.5	401584	5401575	0.07434
2150	0.55	1300896	13508025	0.0963
2150	0.6	1315293	14084948	0.09338
2150	0.65	1320363	14227488	0.0928
2150	0.7	1328040	14343005	0.09259
2150	0.75	1336194	14593999	0.09155
2150	0.8	1348374	14891303	0.09054
2150	0.85	1373333	15381931	0.08928
2150	0.9	1419506	16292156	0.08712
2150	0.95	1550644	19209073	0.08072
2150	1	0	2597477	0
2200	0	0	2597477	0
2200	0.05	365363	4783957	0.07637
2200	0.1	373217	4897769	0.0762
2200	0.15	377852	4970379	0.07602
2200	0.2	383105	5028336	0.07618
2200	0.25	386337	5096212	0.0758
2200	0.3	393826	5159116	0.07633
2200	0.35	395002	5208733	0.07583
2200	0.4	396647	5281285	0.0751
2200	0.45	397303	5335407	0.07446
2200	0.5	401926	5395320	0.07449
2200	0.55	1300692	13490367	0.09641
2200	0.6	1314192	14069883	0.0934
2200	0.65	1320363	14216288	0.09287
2200	0.7	1326334	14329461	0.09255
2200	0.75	1335141	14573331	0.09161
2200	0.8	1345932	14853620	0.09061
2200	0.85	1373095	15332644	0.08955
2200	0.9	1417004	16238211	0.08726
2200	0.95	1546434	19079575	0.08105
2200	1	0	2597477	0
2250	0	0	2597477	0
2250	0.05	365992	4777654	0.0766
2250	0.1	373453	4892479	0.07633
2250	0.15	377436	4968808	0.07596
2250	0.2	382216	5023874	0.07607
2250	0.25	386043	5085186	0.07591
2250	0.3	391760	5155820	0.07598
2250	0.35	394644	5206267	0.0758
2250	0.4	396094	5273155	0.07511
2250	0.45	396807	5324215	0.07452
2250	0.5	400158	5390842	0.07422
2250	0.55	1300703	13482157	0.09647
2250	0.6	1313733	14053439	0.09348
2250	0.65	1318844	14208100	0.09282
2250	0.7	1324326	14321554	0.09247
2250	0.75	1332579	14551046	0.09157
2250	0.8	1345238	14815232	0.0908
2250	0.85	1370378	15306602	0.08952
2250	0.9	1413583	16190628	0.0873
2250	0.95	1542138	18937039	0.08143
2250	1	0	2597477	0
2300	0	0	2597477	0
2300	0.05	366259	4776841	0.07667
2300	0.1	373453	4891383	0.07634
2300	0.15	377334	4968285	0.07594
2300	0.2	382216	5021967	0.0761
2300	0.25	386105	5079962	0.076
2300	0.3	389724	5148598	0.07569
2300	0.35	395062	5203249	0.07592
2300	0.4	396094	5264147	0.07524
2300	0.45	396871	5315860	0.07465
2300	0.5	399441	5386220	0.07415
2300	0.55	1299651	13469813	0.09648
2300	0.6	1312703	14036382	0.09352
2300	0.65	1318300	14186775	0.09292
2300	0.7	1323915	14305090	0.09254
2300	0.75	1331015	14531164	0.09159
2300	0.8	1344447	14793873	0.09087
2300	0.85	1369027	15278143	0.0896
2300	0.9	1412199	16144729	0.08747
2300	0.95	1536571	18822646	0.08163
2300	1	0	2597477	0
2350	0	0	2597477	0
2350	0.05	366101	4771084	0.07673
2350	0.1	373575	4888004	0.07642
2350	0.15	376985	4968719	0.07587
2350	0.2	381242	5018500	0.07596
2350	0.25	384926	5075179	0.07584
2350	0.3	389416	5135908	0.07582
2350	0.35	394802	5196460	0.07597
2350	0.4	395735	5252253	0.07534
2350	0.45	397001	5307776	0.07479
2350	0.5	398551	5371160	0.0742
2350	0.55	1298580	13461880	0.09646
2350	0.6	1310960	14025103	0.09347
2350	0.65	1317658	14176164	0.09294
2350	0.7	1323148	14293291	0.09257
2350	0.75	1330250	14493155	0.09178
2350	0.8	1343951	14779073	0.09093
2350	0.85	1367763	15242827	0.08973
2350	0.9	1410653	16093550	0.08765
2350	0.95	1531681	18697593	0.08191
2350	1	0	2597477	0
2400	0	0	2597477	0
2400	0.05	366101	4770073	0.07674
2400	0.1	373172	4888631	0.07633
2400	0.15	376722	4969618	0.0758
2400	0.2	381477	5011437	0.07612
2400	0.25	385517	5067022	0.07608
2400	0.3	389166	5128836	0.07587
2400	0.35	395290	5187561	0.07619
2400	0.4	395284	5238758	0.07545
2400	0.45	398006	5302322	0.07506
2400	0.5	398423	5362978	0.07429
2400	0.55	1297479	13451486	0.09645
2400	0.6	1309522	14010499	0.09346
2400	0.65	1315659	14158249	0.09292
2400	0.7	1323148	14283839	0.09263
2400	0.75	1329719	14467221	0.09191
2400	0.8	1343681	14762488	0.09101
2400	0.85	1365469	15211229	0.08976
2400	0.9	1409292	16050236	0.0878
2400	0.95	1524934	18592217	0.08202
2400	1	0	2597477	0
2450	0	0	2597477	0
2450	0.05	365707	4768458	0.07669
2450	0.1	372357	4886001	0.0762
2450	0.15	375896	4966004	0.07569
2450	0.2	382361	5004135	0.0764
2450	0.25	385619	5064295	0.07614
2450	0.3	388742	5126362	0.07583
2450	0.35	394920	5178227	0.07626
2450	0.4	395284	5234842	0.07551
2450	0.45	398437	5298549	0.07519
2450	0.5	397973	5357862	0.07427
2450	0.55	1297078	13441273	0.09649
2450	0.6	1309112	14002254	0.09349
2450	0.65	1315470	14150343	0.09296
2450	0.7	1321467	14270153	0.0926
2450	0.75	1329348	14454008	0.09197
2450	0.8	1341643	14740486	0.09101
2450	0.85	1364723	15178404	0.08991
2450	0.9	1403660	15997924	0.08774
2450	0.95	1522769	18484919	0.08237
2450	1	0	2597477	0
2500	0	0	2597477	0
2500	0.05	365707	4763635	0.07677
2500	0.1	371660	4889310	0.07601
2500	0.15	375896	4961377	0.07576
2500	0.2	382109	5000050	0.07642
2500	0.25	385223	5060473	0.07612
2500	0.3	388656	5119099	0.07592
2500	0.35	394436	5176435	0.07619
2500	0.4	395702	5231734	0.07563
2500	0.45	398736	5293768	0.07532
2500	0.5	398543	5348746	0.07451
2500	0.55	1296879	13435689	0.09652
2500	0.6	1309112	13987434	0.09359
2500	0.65	1316261	14138220	0.09309
2500	0.7	1321191	14261671	0.09263
2500	0.75	1328682	14428515	0.09208
2500	0.8	1340033	14696083	0.09118
2500	0.85	1362920	15145475	0.08998
2500	0.9	1401821	15960324	0.08783
2500	0.95	1512657	18390828	0.08225
2500	1	0	2597477	0
2550	0	0	2597477	0
2550	0.05	365304	4759583	0.07675
2550	0.1	370251	4884651	0.07579
2550	0.15	375896	4955634	0.07585
2550	0.2	382116	5000566	0.07641
2550	0.25	385114	5051945	0.07623
2550	0.3	388316	5114680	0.07592
2550	0.35	394363	5171737	0.07625
2550	0.4	395702	5225248	0.07572
2550	0.45	398837	5289590	0.0754
2550	0.5	399364	5339332	0.07479
2550	0.55	1295550	13430469	0.09646
2550	0.6	1308780	13976208	0.09364
2550	0.65	1315911	14131093	0.09312
2550	0.7	1320446	14246704	0.09268
2550	0.75	1328194	14416292	0.09213
2550	0.8	1339583	14668503	0.09132
2550	0.85	1361119	15115804	0.09004
2550	0.9	1399612	15915669	0.08793
2550	0.95	1507229	18294443	0.08238
2550	1	0	2597477	0
2600	0	0	2597477	0
2600	0.05	365434	4758735	0.07679
2600	0.1	370082	4882923	0.07579
2600	0.15	376925	4950308	0.07614
2600	0.2	381471	4996931	0.07634
2600	0.25	384484	5050525	0.07612
2600	0.3	387475	5105551	0.07589
2600	0.35	393501	5165695	0.07617
2600	0.4	395973	5217288	0.07589
2600	0.45	398656	5282971	0.07546
2600	0.5	399364	5330683	0.07491
2600	0.55	1294512	13425411	0.09642
2600	0.6	1307753	13908636	0.09402
2600	0.65	1316278	14113913	0.09326
2600	0.7	1320265	14238962	0.09272
2600	0.75	1328194	14408763	0.09217
2600	0.8	1338621	14649518	0.09137
2600	0.85	1358906	15090736	0.09004
2600	0.9	1397550	15877508	0.08802
2600	0.95	1502853	18189243	0.08262
2600	1	0	2597477	0
2650	0	0	2597477	0
2650	0.05	365777	4759826	0.07684
2650	0.1	370085	4879162	0.07585
2650	0.15	377112	4947824	0.07621
2650	0.2	381293	4996060	0.07631
2650	0.25	383836	5044183	0.07609
2650	0.3	387781	5097446	0.07607
2650	0.35	391858	5154722	0.07601
2650	0.4	395713	5209132	0.07596
2650	0.45	398656	5274802	0.07557
2650	0.5	398877	5326655	0.07488
2650	0.55	1274242	13262935	0.09607
2650	0.6	1307431	13898453	0.09407
2650	0.65	1313805	14096831	0.09319
2650	0.7	1319786	14225502	0.09277
2650	0.75	1326423	14395824	0.09213
2650	0.8	1338256	14630694	0.09146
2650	0.85	1358294	15049127	0.09025
2650	0.9	1394345	15840501	0.08802
2650	0.95	1494804	18098032	0.08259
2650	1	0	2597477	0
2700	0	0	2597477	0
2700	0.05	365053	4757803	0.07672
2700	0.1	369199	4874875	0.07573
2700	0.15	377112	4945878	0.07624
2700	0.2	381344	4994952	0.07634
2700	0.25	383664	5039074	0.07613
2700	0.3	387808	5088048	0.07621
2700	0.35	389957	5146198	0.07577
2700	0.4	395713	5201574	0.07607
2700	0.45	395937	5267403	0.07516
2700	0.5	398877	5318546	0.07499
2700	0.55	1275832	13254939	0.09625
2700	0.6	1304545	13885362	0.09395
2700	0.65	1312980	14088061	0.09319
2700	0.7	1319115	14211240	0.09282
2700	0.75	1326847	14386737	0.09222
2700	0.8	1337559	14610681	0.09154
2700	0.85	1357832	15022160	0.09038
2700	0.9	1392169	15797301	0.08812
2700	0.95	1487022	18008056	0.08257
2700	1	0	2597477	0
2750	0	0	2597477	0
2750	0.05	364730	4755820	0.07669
2750	0.1	368646	4871658	0.07567
2750	0.15	377855	4941526	0.07646
2750	0.2	380237	4990931	0.07618
2750	0.25	384548	5035105	0.07637
2750	0.3	387593	5086700	0.07619
2750	0.35	389957	5143773	0.07581
2750	0.4	395174	5197286	0.07603
2750	0.45	396355	5258685	0.07537
2750	0.5	398877	5313604	0.07506
2750	0.55	1275382	13243808	0.0963
2750	0.6	1303649	13871946	0.09397
2750	0.65	1312040	14075109	0.09321
2750	0.7	1319277	14202924	0.09288
2750	0.75	1324940	14354267	0.0923
2750	0.8	1336725	14590485	0.09161
2750	0.85	1356816	14993310	0.09049
2750	0.9	1391118	15747644	0.08833
2750	0.95	1484191	17925884	0.08279
2750	1	0	2597477	0
2800	0	0	2597477	0
2800	0.05	364730	4749716	0.07678
2800	0.1	369675	4869004	0.07592
2800	0.15	377058	4937103	0.07637
2800	0.2	379286	4986583	0.07606
2800	0.25	383591	5032605	0.07622
2800	0.3	386546	5078953	0.0761
2800	0.35	389009	5137138	0.07572
2800	0.4	394901	5191557	0.07606
2800	0.45	396984	5249738	0.07561
2800	0.5	398978	5309886	0.07513
2800	0.55	1275254	13241407	0.0963
2800	0.6	1303649	13863527	0.09403
2800	0.65	1310114	14065052	0.09314
2800	0.7	1318976	14187606	0.09296
2800	0.75	1324428	14329704	0.09242
2800	0.8	1335681	14575173	0.09164
2800	0.85	1356260	14958474	0.09066
2800	0.9	1388646	15708844	0.08839
2800	0.95	1481014	17843592	0.08299
2800	1	0	2597477	0
2850	0	0	2597477	0
2850	0.05	364630	4752687	0.07672
2850	0.1	369376	4870129	0.07584
2850	0.15	375560	4937540	0.07606
2850	0.2	378494	4985025	0.07592
2850	0.25	383660	5029100	0.07628
2850	0.3	386213	5077777	0.07605
2850	0.35	389229	5133147	0.07582
2850	0.4	394540	5187397	0.07605
2850	0.45	396984	5247580	0.07565
2850	0.5	398978	5302717	0.07524
2850	0.55	1275181	13231528	0.09637
2850	0.6	1304455	13858163	0.09412
2850	0.65	1309152	14010984	0.09343
2850	0.7	1317646	14175155	0.09295
2850	0.75	1324425	14320687	0.09248
2850	0.8	1335387	14565070	0.09168
2850	0.85	1354488	14924761	0.09075
2850	0.9	1386965	15679061	0.08845
2850	0.95	1478559	17770351	0.0832
2850	1	0	2597477	0
2900	0	0	2597477	0
2900	0.05	365207	4754851	0.0768
2900	0.1	368055	4862922	0.07568
2900	0.15	375503	4935257	0.07608
2900	0.2	378315	4980627	0.07595
2900	0.25	382870	5027056	0.07616
2900	0.3	385791	5071032	0.07607
2900	0.35	389847	5129527	0.076
2900	0.4	394540	5177969	0.07619
2900	0.45	396984	5245608	0.07567
2900	0.5	398877	5294920	0.07533
2900	0.55	1275387	13225865	0.09643
2900	0.6	1304397	13855985	0.09413
2900	0.65	1309107	14000745	0.0935
2900	0.7	1317296	14161601	0.09301
2900	0.75	1323898	14309185	0.09252
2900	0.8	1333439	14552003	0.09163
2900	0.85	1352926	14905793	0.09076
2900	0.9	1386148	15642234	0.08861
2900	0.95	1476077	17688812	0.08344
2900	1	0	2597477	0
2950	0	0	2597477	0
2950	0.05	365004	4754052	0.07677
2950	0.1	367808	4859103	0.07569
2950	0.15	375554	4927831	0.07621
2950	0.2	378048	4983253	0.07586
2950	0.25	382870	5020013	0.07626
2950	0.3	385619	5063178	0.07616
2950	0.35	388446	5122511	0.07583
2950	0.4	394024	5174036	0.07615
2950	0.45	396984	5240770	0.07574
2950	0.5	399215	5292605	0.07542
2950	0.55	1263092	13131971	0.09618
2950	0.6	1302733	13848098	0.09407
2950	0.65	1308800	13991430	0.09354
2950	0.7	1316559	14153353	0.09302
2950	0.75	1323025	14296032	0.09254
2950	0.8	1333068	14540895	0.09167
2950	0.85	1352257	14888211	0.09082
2950	0.9	1384822	15612411	0.0887
2950	0.95	1472229	17604819	0.08362
2950	1	0	2597477	0
3000	0	0	2597477	0
3000	0.05	365994	4752202	0.07701
3000	0.1	368374	4857078	0.07584
3000	0.15	375554	4926947	0.07622
3000	0.2	377232	4981054	0.07573
3000	0.25	382367	5013779	0.07626
3000	0.3	384989	5057854	0.07611
3000	0.35	388859	5115263	0.07601
3000	0.4	392870	5167732	0.07602
3000	0.45	396366	5236238	0.07569
3000	0.5	399215	5283736	0.07555
3000	0.55	1262486	13126499	0.09617
3000	0.6	1301019	13841524	0.09399
3000	0.65	1309510	13984376	0.09364
3000	0.7	1316450	14145067	0.09306
3000	0.75	1322878	14283771	0.09261
3000	0.8	1332166	14526645	0.0917
3000	0.85	1351461	14862675	0.09092
3000	0.9	1382753	15578182	0.08876
3000	0.95	1470665	17543496	0.08382
3000	1	0	2597477	0
3050	0	0	2597477	0
3050	0.05	364551	4748285	0.07677
3050	0.1	368300	4854628	0.07586
3050	0.15	375554	4925326	0.07624
3050	0.2	377232	4979518	0.07575
3050	0.25	382254	5008695	0.07631
3050	0.3	385225	5054707	0.07621
3050	0.35	388859	5107536	0.07613
3050	0.4	392035	5162039	0.07594
3050	0.45	396154	5223321	0.07584
3050	0.5	399034	5276318	0.07562
3050	0.55	1261880	13116799	0.0962
3050	0.6	1300882	13836066	0.09402
3050	0.65	1308680	13974257	0.09364
3050	0.7	1315890	14129742	0.09312
3050	0.75	1321972	14273118	0.09261
3050	0.8	1331506	14514811	0.09173
3050	0.85	1350798	14850244	0.09096
3050	0.9	1380253	15545785	0.08878
3050	0.95	1466762	17467698	0.08396
3050	1	0	2597477	0
3100	0	0	2597477	0
3100	0.05	365432	4744118	0.07702
3100	0.1	368013	4850773	0.07586
3100	0.15	375414	4921084	0.07628
3100	0.2	377232	4974634	0.07583
3100	0.25	382027	5003944	0.07634
3100	0.3	385225	5049932	0.07628
3100	0.35	388156	5102500	0.07607
3100	0.4	392156	5154917	0.07607
3100	0.45	395631	5214363	0.07587
3100	0.5	399034	5270960	0.0757
3100	0.55	1261981	13112831	0.09624
3100	0.6	1300459	13827401	0.09404
3100	0.65	1307464	13965018	0.09362
3100	0.7	1314722	14115902	0.09313
3100	0.75	1321620	14260942	0.09267
3100	0.8	1330886	14495001	0.09181
3100	0.85	1350204	14843487	0.09096
3100	0.9	1379064	15513565	0.08889
3100	0.95	1459132	17412889	0.08379
3100	1	0	2597477	0
3150	0	0	2597477	0
3150	0.05	365432	4743352	0.07704
3150	0.1	368013	4847719	0.07591
3150	0.15	374996	4916381	0.07627
3150	0.2	377992	4972028	0.07602
3150	0.25	381849	5002910	0.07632
3150	0.3	384984	5047917	0.07626
3150	0.35	387622	5095250	0.07607
3150	0.4	393607	5152433	0.07639
3150	0.45	395550	5208931	0.07593
3150	0.5	397125	5261898	0.07547
3150	0.55	1261981	13107487	0.09627
3150	0.6	1300849	13822614	0.09411
3150	0.65	1306285	13960823	0.09356
3150	0.7	1313602	14097656	0.09317
3150	0.75	1321498	14247847	0.09275
3150	0.8	1331372	14484429	0.09191
3150	0.85	1349237	14834925	0.09095
3150	0.9	1376307	15477225	0.08892
3150	0.95	1457805	17339421	0.08407
3150	1	0	2597477	0
3200	0	0	2597477	0
3200	0.05	365182	4739816	0.07704
3200	0.1	368064	4844977	0.07596
3200	0.15	374575	4914530	0.07621
3200	0.2	377992	4965682	0.07612
3200	0.25	381849	5001349	0.07634
3200	0.3	385189	5045991	0.07633
3200	0.35	386570	5091182	0.07592
3200	0.4	393303	5147738	0.0764
3200	0.45	395400	5206014	0.07595
3200	0.5	397125	5258815	0.07551
3200	0.55	1261981	13099472	0.09633
3200	0.6	1298058	13726799	0.09456
3200	0.65	1305993	13950114	0.09361
3200	0.7	1313493	14088014	0.09323
3200	0.75	1321498	14234902	0.09283
3200	0.8	1330808	14472342	0.09195
3200	0.85	1347924	14810582	0.09101
3200	0.9	1375951	15450542	0.08905
3200	0.95	1453571	17292814	0.08405
3200	1	0	2597477	0
3250	0	0	2597477	0
3250	0.05	365182	4738221	0.07707
3250	0.1	368330	4844226	0.07603
3250	0.15	373808	4906014	0.07619
3250	0.2	378411	4962463	0.07625
3250	0.25	381558	5000267	0.0763
3250	0.3	385275	5047068	0.07633
3250	0.35	386299	5086352	0.07594
3250	0.4	392612	5142515	0.07634
3250	0.45	395193	5202408	0.07596
3250	0.5	397125	5256271	0.07555
3250	0.55	1262399	13095754	0.09639
3250	0.6	1297632	13721872	0.09456
3250	0.65	1305993	13940457	0.09368
3250	0.7	1313198	14079781	0.09326
3250	0.75	1321574	14226350	0.09289
3250	0.8	1330127	14461241	0.09197
3250	0.85	1346759	14792611	0.09104
